Age,Income,LoanAmount,CreditScore,EmploymentYears,Default
45,108111,49497,593,10,0
21,65338,69798,373,10,0
22,59938,80580,791,6,0
56,19512,39488,828,8,0
58,75993,97113,306,36,1
22,163471,88373,769,8,0
25,80568,35318,347,21,0
51,101092,22193,830,4,0
42,26930,90653,711,7,0
44,36952,8443,455,7,0
24,97793,55361,335,22,0
53,184132,56539,451,31,0
49,139775,62457,663,24,0
38,20927,64219,374,19,1
64,58564,80830,563,13,0
35,102681,94073,347,7,1
19,77120,79256,701,29,1
63,72779,58409,778,10,0
59,120488,50349,734,19,0
22,131785,14842,741,2,0
61,124047,59799,563,2,0
59,171527,35566,685,34,0
55,28992,92642,373,20,1
45,103495,52549,749,8,0
48,76273,83079,327,7,1
61,40761,90507,694,34,0
41,85454,20033,423,1,0
50,127555,6489,650,6,0
56,157027,35718,406,16,1
29,79695,80913,627,11,0
56,73197,90562,690,1,0
26,171517,60121,452,36,0
32,159140,20582,511,18,0
40,74823,69163,730,37,0
61,95243,93423,703,25,0
62,122352,29153,621,29,0
39,91308,59378,711,38,0
53,199593,91859,505,8,0
27,194700,92133,418,17,1
45,137834,6723,826,37,0
52,184804,10329,507,6,1
46,143182,31956,408,13,0
22,171248,83402,421,5,0
21,106343,7315,402,31,0
32,138454,67830,318,22,0
47,130373,99602,552,18,0
43,134823,40210,808,6,0
40,33645,20288,781,11,0
56,163139,55924,602,28,0
46,118051,43830,627,15,0
39,173442,20252,329,39,0
52,167895,61342,470,29,0
64,91249,14134,775,23,0
35,39219,91608,699,10,0
52,129614,44488,550,15,0
63,66995,92973,832,29,0
50,112366,62311,780,39,0
24,21758,12046,370,37,0
51,150077,54549,310,15,0
27,158757,33864,333,32,0
41,156049,91321,422,16,0
42,185654,22181,714,17,0
61,117475,85633,754,23,0
44,47622,16809,389,30,0
23,57442,34364,711,2,0
25,19483,90904,385,25,1
38,144496,7261,760,3,0
58,104962,29554,388,0,1
36,23536,95557,338,2,0
51,151467,9364,405,12,0
56,112303,73175,644,13,0
60,186301,19891,689,19,0
40,54920,37245,481,17,0
30,34500,62627,526,28,1
59,161836,87152,727,17,0
64,104928,87791,653,4,0
56,82265,60469,717,36,0
45,116812,37209,379,2,1
23,49671,32368,303,23,1
29,116824,34515,662,30,0
20,135071,10712,678,18,0
37,41071,56538,481,7,1
58,100025,43505,338,11,0
59,151329,76993,775,20,0
62,176954,34990,350,32,0
25,160768,90138,748,31,0
43,153742,95101,820,37,0
55,151758,51187,640,31,0
45,128177,33631,522,35,0
52,192731,18274,810,30,0
61,133110,19116,758,35,0
58,160028,51656,849,29,0
58,43129,80108,397,32,0
60,68698,85946,791,26,0
55,81322,59675,520,32,0
19,149442,87329,737,4,0
24,84158,21770,650,7,0
58,129918,90143,329,3,0
42,36296,16091,334,33,0
49,184273,47802,611,14,0
29,135014,52033,391,17,1
28,67775,45699,517,12,0
27,88321,80214,753,12,0
52,151974,7835,407,20,0
61,79569,58398,713,18,0
21,110731,39490,377,32,1
59,162511,62586,401,3,0
19,157438,88505,535,21,1
61,184011,31399,402,0,0
45,159372,53201,571,7,0
60,99940,82626,379,0,0
63,198524,51825,436,16,0
64,121779,56933,788,5,0
31,44791,33498,382,23,1
61,102799,52032,699,27,0
46,16431,45606,541,17,0
19,72725,47475,534,4,1
51,192828,67133,352,32,0
50,91477,42843,618,21,0
37,84291,17691,647,3,0
64,187337,7120,633,16,0
47,185964,6817,569,13,0
59,15640,30106,648,9,0
43,75863,71802,545,31,0
37,174180,44130,840,20,0
18,184707,5934,651,20,0
18,137311,93850,550,15,0
42,73624,93671,410,9,1
50,129830,96081,563,20,0
40,71320,82988,673,27,1
28,198245,7211,421,20,0
61,36996,56956,825,11,0
32,65995,87536,479,32,0
31,143511,45914,550,16,0
18,48320,60656,408,35,1
50,168406,67258,421,37,0
23,114245,30485,399,27,1
40,47704,51885,554,35,0
43,136582,40022,657,19,0
20,95090,13244,823,18,0
63,171018,61506,492,3,0
23,156363,53778,363,29,1
57,137782,68467,540,8,0
42,128862,92246,848,22,0
64,159163,48797,325,27,1
34,145839,54395,367,14,0
45,61580,63936,697,13,0
49,140861,85983,843,21,0
46,40186,43169,666,22,1
40,147865,29165,545,26,0
58,198138,27590,536,20,1
33,41049,35136,686,3,0
49,136946,25107,848,31,0
43,135423,13705,650,10,0
50,36318,65837,427,10,1
36,48533,21373,451,32,0
58,89344,52142,444,13,0
34,169849,87971,521,1,0
55,156574,18994,559,29,0
31,79172,58316,818,0,0
35,33557,85296,536,36,0
38,58100,60450,518,35,1
63,91920,43087,711,8,0
56,77688,37424,550,32,0
59,43162,27413,818,1,0
56,131839,31473,486,4,0
45,83255,56986,826,13,0
37,54235,70526,724,14,0
23,78881,99691,493,5,1
43,160169,94360,745,37,0
23,132074,58853,346,13,0
56,114508,89722,459,15,1
43,31971,44012,505,2,1
34,59703,73939,423,3,0
57,101533,10446,383,31,0
19,164157,44136,509,28,1
38,68046,61766,708,34,0
24,64945,20445,740,21,0
61,190093,38758,369,32,1
37,28525,7676,443,26,0
20,106361,47904,458,15,0
53,90349,58463,638,29,0
60,27693,95555,725,4,0
61,34973,66599,843,4,1
36,152694,43166,720,21,0
47,63419,80229,473,30,0
28,162070,40747,512,21,0
30,50594,71728,496,25,0
50,107497,34938,533,3,0
55,37391,89110,454,23,0
19,121754,23482,574,10,0
63,68605,60833,516,7,0
40,139151,74822,726,33,0
37,161211,77454,750,9,0
47,24936,66789,457,32,1
32,28917,43010,483,7,0
19,85173,36384,498,4,0
47,177365,15266,557,14,0
42,173450,28774,450,7,1
21,75596,40830,780,20,0
18,44802,14756,400,24,0
25,172233,99974,589,8,0
31,154486,53582,844,17,0
28,66359,6840,508,12,1
41,159239,48587,422,0,1
41,153239,79220,414,38,0
49,196586,79769,558,11,0
42,121352,83375,810,26,0
63,125863,18764,376,23,0
45,51261,30632,752,10,0
33,92661,89394,759,12,0
59,150667,11834,732,25,0
56,84591,36036,766,24,0
33,44928,85981,491,12,1
53,84204,85986,706,32,1
29,121107,88200,801,7,0
29,51425,9492,360,22,0
51,162954,5905,504,12,1
55,62320,74782,458,20,0
37,73719,12547,752,16,0
64,124856,27318,348,34,0
32,138952,83094,608,32,0
39,199498,63891,816,31,0
33,133295,27295,320,27,0
41,149420,74744,343,2,0
20,189672,44522,515,39,1
18,190250,33911,748,26,0
61,119130,14935,730,32,0
64,71780,67069,456,35,0
55,163033,37529,451,23,0
34,113216,37017,642,15,0
58,195287,36413,421,10,1
38,21560,32343,556,30,0
62,133303,14102,529,21,0
64,158977,11498,497,39,0
30,110732,72206,504,32,0
19,63792,15631,684,22,0
19,67667,23173,549,15,1
60,39425,57339,633,37,0
42,28106,28409,336,39,0
45,51464,23396,465,5,0
43,147284,59299,333,3,0
52,191920,35948,615,17,0
45,45550,91681,672,11,0
50,76019,25876,716,37,0
35,143715,5168,344,19,0
31,196767,81944,640,25,0
58,118934,41652,325,31,0
26,34170,89284,689,39,1
61,67221,57724,392,7,1
47,116144,91121,574,29,0
20,110678,24789,471,7,0
51,109435,80663,782,14,0
50,46284,95382,530,0,1
44,169631,79151,814,17,0
26,170844,20814,803,34,0
30,166530,63221,826,24,0
47,31257,65451,803,12,0
33,177962,35816,768,33,0
59,119386,93236,308,8,1
43,127331,16449,600,12,0
22,22903,83277,678,34,0
63,130958,51592,781,14,0
44,118175,62535,748,36,0
32,83794,92714,515,28,0
45,52708,6925,700,24,0
20,95030,61334,300,28,1
58,83725,35660,397,12,0
18,44056,54163,795,19,1
18,182469,28350,321,29,1
23,125965,48588,318,16,1
28,62507,47369,813,17,0
63,77812,16304,616,5,0
33,90872,93032,848,32,0
50,174615,80049,480,23,0
41,37093,15629,588,38,0
49,179722,79905,580,16,0
27,92578,82273,571,1,0
42,116309,70351,837,3,0
27,32591,85600,743,20,0
30,49685,77470,569,3,0
18,176842,42136,375,32,1
52,148851,52801,340,34,0
31,156313,11066,611,31,0
38,159460,42967,544,37,1
55,149114,66612,721,22,0
18,84086,95970,393,39,1
37,19494,59879,329,35,0
22,16062,59424,519,7,1
57,117945,37498,435,26,0
61,89469,20647,709,37,0
49,136082,72303,303,0,0
18,163908,72346,524,35,1
62,163832,43381,745,25,0
58,31766,95325,385,14,1
57,175794,51674,387,4,0
62,146138,9746,787,22,0
19,35287,20189,531,5,0
48,93323,18011,521,14,0
64,101770,31959,472,14,0
63,147507,39284,410,22,0
43,114957,49970,849,23,0
26,94837,64210,740,1,1
47,54592,46582,365,30,1
63,36873,75277,402,29,1
25,155896,15600,316,39,1
22,106917,32074,591,34,0
56,53961,98757,529,12,0
21,149668,81562,637,4,0
57,85851,88194,579,22,0
53,71689,99569,303,27,0
38,122794,57511,820,5,0
50,33647,86108,303,13,1
43,102331,42406,693,3,0
57,108509,30797,826,31,0
56,156836,97909,740,24,0
28,103599,37248,653,27,0
38,195397,94987,754,32,0
39,199078,94978,771,13,0
54,131141,5108,718,13,0
24,157193,55338,650,36,0
59,81143,28052,371,13,0
30,160375,68819,713,32,0
37,104806,8897,433,27,0
32,132528,32778,535,38,0
55,190267,85497,580,6,0
51,32801,53272,764,18,1
53,75683,11713,664,31,0
63,145372,93533,672,33,0
42,181948,41141,577,17,0
46,138409,10532,680,32,0
64,187519,51682,531,7,0
45,177016,18162,799,16,0
31,196544,49916,732,30,0
21,113059,94990,486,9,0
55,129528,29498,606,13,0
24,161879,77771,838,29,0
30,175925,72519,497,21,0
34,73861,94250,604,26,1
46,151738,24258,379,17,1
34,154687,39385,474,33,1
53,29738,36621,803,9,0
36,164307,59486,651,23,0
43,16917,82665,517,31,1
62,60953,53143,529,9,0
26,144652,66526,589,6,0
19,34948,43789,828,31,0
37,135558,68959,701,31,0
40,199330,90134,380,36,1
35,171488,56313,428,20,0
43,167090,33168,580,24,0
42,30629,76469,664,18,1
34,98554,88335,346,8,0
56,15125,69160,698,28,0
27,77394,25889,603,22,0
42,103185,99992,472,3,0
63,80887,69734,603,28,0
45,187399,12065,600,8,0
43,146521,83659,362,32,0
29,22172,93007,590,18,0
61,83604,33759,670,29,0
36,28469,76510,812,36,1
40,120960,71854,700,31,0
31,152935,26994,301,3,0
34,170416,87770,354,3,0
32,166913,62665,492,14,1
38,114096,36939,474,6,0
55,82914,67315,643,10,0
47,70869,95291,536,27,1
36,58328,42494,845,11,0
49,20856,72961,727,23,0
46,66575,24952,666,23,0
39,159558,93458,370,2,1
37,25533,46432,450,5,1
55,42026,9145,445,30,1
55,52584,85179,813,15,0
53,63779,77753,411,4,1
18,113881,65093,685,36,0
36,20319,25256,761,8,1
60,124600,42388,379,22,0
43,123027,22768,628,21,0
24,198436,19771,378,7,0
51,68290,47754,652,35,0
53,133420,54294,780,5,0
23,50538,73317,469,16,1
54,103481,62827,438,0,1
39,36277,70475,410,18,0
26,116457,51118,317,20,0
60,143212,21112,317,38,1
46,138811,61503,455,9,0
34,118174,64311,564,15,0
30,79708,14921,714,30,0
34,58784,25335,541,29,0
27,99012,54741,605,24,0
42,154889,22149,380,24,1
35,125080,15998,493,31,1
61,123515,61760,310,9,1
32,127364,99518,322,34,1
44,33253,70490,667,29,0
36,178143,33126,510,2,0
32,160444,53736,815,27,0
62,124587,46929,421,11,0
24,190454,96239,443,18,0
60,115294,12715,424,20,1
57,166737,23844,567,2,0
33,115983,60849,398,15,0
41,28352,60157,727,22,0
40,30269,23224,729,24,0
28,23491,6996,397,27,1
41,97154,28149,683,37,0
22,154150,92518,477,0,1
56,177686,16621,562,39,0
47,130792,11816,547,13,0
33,90802,14584,342,36,1
37,185279,68754,749,12,0
46,114061,52538,317,14,1
34,157891,60289,559,25,0
36,42481,77225,829,27,0
43,51011,39341,845,3,0
32,177736,31489,634,37,0
42,62623,48118,662,21,0
32,149977,82949,646,37,0
37,155150,76610,776,26,0
47,63292,52076,581,24,0
38,189497,67407,493,23,0
64,164876,78574,558,37,0
52,153347,47141,640,16,0
61,16339,32087,336,36,1
23,67653,29590,591,12,0
54,25724,55051,733,26,0
28,123180,12706,664,33,0
40,154482,49707,748,19,0
61,24713,9001,430,17,0
56,136080,73905,478,32,0
26,46087,64700,699,24,0
35,146900,37148,528,29,0
63,60252,68478,519,14,1
53,176441,22432,343,28,1
57,193101,17263,772,6,0
53,34042,12228,616,21,0
45,195892,32498,355,29,1
36,39411,23714,395,22,0
47,145361,90891,534,4,1
55,106070,51395,493,37,0
32,110327,77542,592,11,0
61,50825,50310,697,7,0
29,106865,34458,692,3,0
19,61805,40984,702,16,0
26,54201,11716,338,26,0
52,147214,53818,353,20,0
18,190734,34200,729,18,0
63,62627,77911,776,19,0
48,190572,96972,601,34,0
45,146383,63359,426,15,1
62,27952,50382,849,36,0
54,154258,83991,535,22,1
24,106776,22303,843,24,0
63,35681,21177,566,23,0
33,55309,49014,588,22,0
31,61753,7704,477,6,0
50,23976,25139,315,31,1
23,60696,19122,622,39,0
38,146533,35187,774,22,0
27,132140,87232,680,19,0
49,54754,88202,309,13,1
23,185022,10318,562,33,0
19,46674,71451,741,15,0
56,120299,75501,474,23,0
44,47703,87820,831,8,0
31,88333,23072,304,15,1
40,184000,25360,639,25,0
56,124686,39189,745,16,0
38,16625,91893,337,29,0
58,93146,99420,355,33,0
47,161213,81151,444,36,0
42,165760,31501,341,20,1
41,83645,8586,392,15,0
28,118707,87505,487,39,0
52,173871,86556,636,0,0
21,111061,92592,555,12,0
54,37195,45251,537,3,1
53,91143,51845,304,36,0
30,153310,62969,756,13,0
26,80750,40405,699,2,0
45,144943,32074,745,29,0
63,188918,48876,321,2,0
33,69129,85731,745,23,0
23,54163,38257,824,13,0
44,67273,60117,348,26,1
27,184710,74206,338,20,1
40,67954,63059,385,1,1
38,154173,85306,802,39,0
43,79324,39896,558,26,0
62,186921,98091,829,16,0
20,41567,11636,848,20,0
60,21127,7807,786,29,1
52,130376,57922,591,16,0
24,173667,80123,475,10,1
44,98318,34513,330,5,1
59,161662,47584,379,3,0
50,49677,65882,757,8,1
21,98764,60229,803,12,0
43,164499,45212,684,36,0
25,29213,79296,484,31,1
37,69109,54501,372,35,1
34,19740,43667,336,17,1
22,92922,97600,825,9,0
26,147798,56261,813,7,0
25,82546,40340,558,22,0
24,66422,86911,477,27,0
54,161162,95301,582,10,0
53,165857,30314,561,37,0
20,192483,96561,848,25,0
25,112397,17257,408,14,0
22,176297,55880,312,6,0
22,131850,17845,571,35,0
34,168804,46433,554,32,0
64,50256,80587,667,13,1
44,157023,80379,428,30,0
57,184826,56620,771,9,0
56,91150,79041,450,35,0
29,131715,91446,649,10,0
45,179797,74613,834,20,0
21,74693,52460,609,12,0
45,182787,30630,700,13,0
42,193254,55845,613,7,0
53,23673,5409,793,37,0
59,185645,92417,658,34,0
20,64413,34754,746,22,0
48,120042,62853,314,25,0
54,182807,15191,491,11,0
29,69170,32861,322,21,0
54,197153,99431,471,6,1
54,73550,44167,743,8,0
21,157797,76786,454,31,1
47,138553,46740,810,24,0
55,26423,50464,512,39,0
59,151754,64447,745,32,0
55,81669,58175,601,8,0
44,113383,18749,320,22,0
39,186524,88405,539,29,0
18,183761,46152,727,31,0
60,53800,80316,801,16,0
55,134190,44847,430,15,0
37,77637,91607,433,27,0
35,192775,24476,815,37,0
23,180949,95470,755,38,0
29,37534,90489,827,14,0
34,21268,88820,630,21,0
39,53419,64930,638,14,0
35,160346,56654,603,23,0
27,184327,37830,568,36,0
41,192585,62822,724,27,0
37,27102,43397,690,38,0
29,124150,27761,816,22,0
21,71113,20586,690,13,0
59,162714,84712,634,18,0
22,35341,31844,574,7,0
43,46167,36147,681,13,0
53,199566,9265,783,24,0
33,85189,92974,504,17,1
22,53736,99194,410,23,1
43,34891,6716,785,36,0
36,128700,62669,384,35,1
23,104724,93699,554,14,0
41,130771,25064,565,20,0
48,186970,90755,659,4,0
48,154695,66111,641,35,0
24,58421,89143,720,24,1
27,90360,8567,819,25,0
56,114114,74803,539,6,0
39,86817,16737,678,11,0
31,92126,82190,663,17,0
45,124519,51415,391,17,0
59,80095,51273,354,12,0
39,39526,56286,645,18,0
49,93658,54132,831,26,0
28,176235,87600,742,18,0
31,149369,33511,336,26,0
48,22406,78635,375,14,0
61,88901,87396,347,7,0
21,69644,77455,635,38,0
62,46912,38386,694,31,0
39,61083,38322,371,29,0
46,172193,78998,609,2,0
52,74903,20309,362,37,0
30,128776,93117,842,20,0
37,186109,33466,546,33,0
36,115868,83732,524,20,1
32,179943,42323,356,19,0
43,65808,68002,342,6,0
37,109650,19113,350,23,0
53,189521,87098,383,18,1
23,24104,49106,843,18,1
32,172841,81102,548,5,0
21,116171,27882,832,21,0
23,23761,81918,779,30,0
19,42304,22698,325,7,1
53,119941,32348,579,36,0
32,154854,41097,471,16,0
29,181656,53474,681,12,0
57,189432,9793,611,2,0
61,161504,13995,677,32,0
58,47363,41345,509,29,0
24,181544,74775,811,18,0
39,173979,36524,708,32,0
25,136133,70116,446,17,1
59,67741,76927,582,7,0
28,148526,64624,360,0,0
19,180469,90570,425,22,0
47,66319,11013,824,2,0
21,47128,15348,640,31,0
42,39060,30250,516,19,0
38,75104,88592,386,39,0
42,165204,28116,769,4,0
26,123437,94238,705,30,0
25,114520,98492,664,22,0
22,46610,79416,803,27,0
63,139431,93939,314,11,0
45,81457,15149,384,9,0
19,111987,58122,394,29,1
38,162972,19750,846,27,0
25,100871,86596,390,30,0
51,173869,45824,343,5,1
40,198053,82294,647,34,0
32,130677,52952,362,15,0
44,151448,55703,607,11,0
19,88873,93041,788,35,0
45,100578,58359,848,14,0
28,181922,76651,457,2,1
63,181491,13085,480,22,1
38,120227,78154,597,16,0
59,66361,55370,329,37,1
49,109799,12374,525,14,0
49,54925,59339,308,23,1
24,181649,39847,301,31,0
39,66956,7875,509,15,0
31,158213,58661,363,30,0
30,163733,92520,511,35,0
38,171551,14863,427,5,1
39,122497,21514,435,12,0
51,45505,55003,790,11,0
27,189221,76812,722,14,0
18,75338,43570,738,37,0
18,33514,64972,655,25,0
41,149497,8009,349,16,0
20,194054,44567,392,26,0
48,157757,72325,427,39,0
60,66327,73007,439,36,1
58,129588,85508,722,13,0
30,91572,14648,446,33,1
21,75443,84967,765,6,0
40,90503,95219,486,26,0
23,108424,54964,489,1,0
51,153583,50902,398,15,0
58,79603,5278,486,2,0
35,172419,32093,730,2,0
53,188177,78683,633,9,0
43,136931,24584,730,27,0
50,89497,19968,803,34,0
50,134039,64554,473,34,0
42,187913,70628,414,34,0
34,50174,94330,466,20,1
20,83894,86941,382,13,1
39,131772,90532,616,33,0
52,85327,67549,692,36,0
21,75892,7186,474,32,0
45,199886,46556,645,34,0
30,45392,47612,709,20,1
47,31750,16116,666,15,0
64,84656,48850,337,5,0
29,48437,38330,429,1,1
20,83369,70325,789,18,0
38,16670,95346,489,32,1
57,106726,56080,481,39,0
18,135093,60174,561,7,0
35,86044,19475,833,19,0
30,66616,73314,706,19,0
24,116679,94956,306,35,0
30,85019,10212,828,18,0
34,55588,94137,357,33,1
62,93834,24381,331,32,1
49,110849,94714,722,5,0
46,146865,34644,485,38,0
62,94379,14542,391,33,0
47,51063,52932,752,21,0
28,21769,30993,844,23,0
31,166012,13356,718,20,0
27,76035,54062,446,18,0
25,197521,45093,487,35,0
48,103000,45803,794,19,0
23,15984,44341,707,27,0
36,131800,33206,394,27,0
36,117018,42952,446,11,1
29,193474,18293,780,28,0
56,40368,42098,516,29,0
35,130650,42272,301,31,1
20,90239,78596,331,5,0
26,122228,55533,535,0,0
23,96826,88855,337,36,0
18,78510,40362,683,15,0
59,85718,21191,628,19,0
57,153834,44352,654,14,0
46,74918,85584,808,10,1
52,26726,68435,350,39,1
52,90202,6380,344,39,0
47,97424,84522,474,26,0
52,42984,36288,339,15,0
56,171253,71820,598,35,0
39,131379,62304,803,19,0
60,105401,11683,568,30,0
45,139559,44439,530,36,0
35,52096,12430,769,14,0
49,111906,46616,424,2,1
22,18542,18054,350,24,1
51,41008,86168,695,18,1
48,185212,71805,446,38,1
63,128228,52514,825,38,0
50,182826,28444,721,22,0
21,175748,95273,845,23,0
31,172985,40897,598,25,0
32,26637,36024,630,15,0
37,121492,42479,439,21,0
37,110431,91867,769,25,0
52,159516,16497,657,13,0
21,33753,51111,618,7,0
35,23037,24965,552,24,0
41,78229,63161,591,34,0
44,132727,31075,783,2,0
50,199907,87881,337,19,0
42,50151,20328,652,30,0
22,39754,76716,744,30,1
35,44109,46365,452,1,1
62,99435,65251,676,12,0
63,172168,11223,826,8,0
37,197690,15546,680,22,0
52,109749,15170,667,0,0
23,105286,37610,821,18,0
44,193453,51810,774,9,0
45,144054,86286,651,28,0
28,47818,63535,344,18,1
26,90428,77362,303,19,0
45,56943,72388,656,16,0
36,172580,19497,318,27,0
56,58608,56351,842,15,0
38,199955,22625,517,11,0
48,64310,79658,658,19,0
59,141051,89845,801,19,0
24,113420,5725,555,19,0
54,188523,54347,655,8,0
42,58046,67949,823,20,0
45,91123,16347,522,19,0
53,163440,37996,832,0,0
34,34621,29834,530,15,0
43,79618,28267,348,14,0
45,144866,95226,658,30,0
54,40361,31371,536,26,0
34,73962,21325,631,24,0
34,147599,85817,747,10,0
50,151514,30547,676,32,0
51,139717,66817,834,34,0
40,72264,79944,379,8,1
47,192306,74207,713,17,0
44,124590,29274,767,38,0
26,176826,12747,364,8,0
37,180093,98534,441,11,1
40,177282,12363,825,32,0
64,181028,62783,337,35,1
36,61361,93130,390,28,0
54,109413,96739,618,14,0
62,81722,18365,666,15,0
21,57408,26916,557,22,0
30,109341,45273,367,3,1
55,107743,40774,659,39,0
29,197835,61523,737,34,0
26,22655,62208,497,4,1
32,159948,36052,371,23,0
38,61574,72684,565,19,0
32,41062,96350,763,28,0
22,67103,96969,361,25,0
22,137860,54949,563,3,0
42,63814,37787,656,10,0
41,95988,12474,637,7,0
54,107669,14057,489,27,0
48,42932,97205,367,34,1
63,118842,46781,322,26,0
51,71111,15864,610,11,0
58,171361,41055,668,9,0
31,26891,71960,567,32,0
44,82010,22901,428,25,0
64,157694,40570,808,18,0
21,114327,31852,323,35,0
40,52873,16059,744,21,0
55,97317,64909,762,39,0
63,185157,52074,792,17,0
22,28338,80951,695,38,0
44,150085,13328,775,39,0
60,198552,97374,465,17,0
31,131561,43413,374,35,1
24,77082,33020,527,36,0
63,167089,92035,811,20,0
62,69901,33029,583,34,0
35,104879,36843,503,17,0
49,72971,95336,656,33,0
19,66950,51517,356,0,1
58,124980,30588,635,18,0
60,24858,14910,665,13,0
37,48714,75592,724,9,1
46,146694,69150,846,20,0
60,25367,78465,658,0,0
43,131849,27009,808,16,0
55,16760,94658,491,33,1
18,103209,58041,601,4,0
22,28175,53066,777,38,1
31,180054,72286,364,13,0
42,145004,76857,548,36,0
26,182442,11387,757,5,0
47,169774,53445,810,37,0
36,106987,31701,360,6,0
57,84785,5712,424,5,0
25,172920,66877,751,19,0
33,53879,67250,559,39,0
25,25743,31359,372,6,1
40,115917,69509,396,33,0
26,188666,68823,824,8,0
49,137456,5536,758,23,0
54,52536,60067,848,0,0
51,145104,36935,654,37,0
63,96529,72736,723,15,0
35,55816,53470,605,20,0
62,25632,82601,604,32,1
61,192983,35987,418,12,0
32,86396,11490,713,16,0
32,43244,37026,369,36,1
46,176850,89405,411,6,0
40,22376,30847,430,21,1
40,78503,30900,776,36,0
18,130453,92240,484,15,0
39,116708,56655,371,31,0
24,116870,14719,583,24,0
62,21725,94100,744,3,0
49,126332,7299,503,31,0
45,175581,8520,411,18,1
49,138612,23299,849,1,0
50,39123,25920,491,13,0
60,182766,70600,555,10,0
30,98292,28977,345,0,0
45,75244,34750,413,19,0
26,138775,89513,355,26,1
60,189745,70214,597,21,0
20,112320,73558,630,22,0
34,173004,72900,318,17,0
51,56956,57366,826,30,0
49,184701,52097,716,17,0
26,62255,27118,744,25,0
58,60904,58251,640,28,0
18,116832,68189,803,22,1
59,185439,69909,556,36,0
